code_etablissement;libelle_caisse_de_rattachement;code_agence;nom_agence;particularite_agence;adresse1;adresse2;libelle_commune;code_postal;code_commune;code_departement;X_lambert_2;Y_lambert_2;ouverture_lundi_matin;ouverture_mardi_matin;ouverture_mercredi_matin;ouverture_jeudi_matin;ouverture_vendredi_matin;ouverture_samedi_matin;ouverture_dimanche_matin;ouverture2_lundi_matin;ouverture2_mardi_matin;ouverture2_mercredi_matin;ouverture2_jeudi_matin;ouverture2_vendredi_matin;ouverture2_samedi_matin;ouverture2_dimanche_matin;fermeture_lundi_matin;fermeture_mardi_matin;fermeture_mercredi_matin;fermeture_jeudi_matin;fermeture_vendredi_matin;fermeture_samedi_matin;fermeture_dimanche_matin;fermeture2_lundi_matin;fermeture2_mardi_matin;fermeture2_mercredi_matin;fermeture2_jeudi_matin;fermeture2_vendredi_matin;fermeture2_samedi_matin;fermeture2_dimanche_matin;ouverture_lundi_apres_midi;ouverture_mardi_apres_midi;ouverture_mercredi_apres_midi;ouverture_jeudi_apres_midi;ouverture_vendredi_apres_midi;ouverture_samedi_apres_midi;ouverture_dimanche_apres_midi;ouverture2_lundi_apres_midi;ouverture2_mardi_apres_midi;ouverture2_mercredi_apres_midi;ouverture2_jeudi_apres_midi;ouverture2_vendredi_apres_midi;ouverture2_samedi_apres_midi;ouverture2_dimanche_apres_midi;fermeture_lundi_apres_midi;fermeture_mardi_apres_midi;fermeture_mercredi_apres_midi;fermeture_jeudi_apres_midi;fermeture_vendredi_apres_midi;fermeture_samedi_apres_midi;fermeture_dimanche_apres_midi;fermeture2_lundi_apres_midi;fermeture2_mardi_apres_midi;fermeture2_mercredi_apres_midi;fermeture2_jeudi_apres_midi;fermeture2_vendredi_apres_midi;fermeture2_samedi_apres_midi;fermeture2_dimanche_apres_midi;COMMENTAIRE;point_geographique
11315;PROVENCE ALPES CORSE REUNION;000025;CORSE;Entreprises;CENTRE COMMERCIAL CORSAIRE;RN 193;BORGO;20290;2B042;2B;1184305.0;1753834.0;0830;0830;0830;0830;0830;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1330;1330;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1730;1730;1730;0000;0000;0000;0000;0000;0000;0000;0000;0000;;
11315;PROVENCE ALPES CORSE REUNION;000033;AIX;Entreprises;140 AVENUE DU 12 JUILLET 1998;CARRE DE L'ENFANT;AIX EN PROVENCE;13290;13001;13;847814.0;1836103.0;0830;0830;0830;0830;0830;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1330;1330;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1730;1730;1730;0000;0000;0000;0000;0000;0000;0000;0000;0000;;
11315;PROVENCE ALPES CORSE REUNION;000034;VAUCLUSE;Entreprises;2 CHEMIN DES MEINAJARIES;AGRO PARC 45 IMMEUBLE LA BOETIE;AVIGNON;84140;;13;805258.0;1885580.0;0830;0830;0830;0830;0830;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1330;1330;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1730;1730;1730;0000;00000;0000;0000;0000;0000;0000;0000;0000;;43.908841, 4.89097
11315;PROVENCE ALPES CORSE REUNION;000068;MARSEILLE LES CALANQUES;Entreprises;2 BLD EUROMEDITERRANEE;QUAI D'ARENC;MARSEILLE;13002;;13;846205.0;1816971.0;0830;0830;0830;0830;0830;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1330;1330;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1730;1730;1730;0000;00000;0000;0000;0000;0000;0000;0000;0000;;43.30497, 5.367306
11315;PROVENCE ALPES CORSE REUNION;000069;MARSEILLE COTE BLEUE;Entreprises;2 BLD EUROMEDITERRANEE;QUAI D'ARENC;MARSEILLE;13002;;13;846205.0;1816971.0;0830;0830;0830;0830;0830;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1330;1330;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;1730;1730;1730;1730;1730;0000;00000;0000;0000;0000;0000;0000;0000;0000;;43.30497, 5.367306
11315;PROVENCE ALPES CORSE REUNION;000111;HOTEL DE VILLE;Multi-MARCHES;ANGLE RUE DU COMMERCE ET MAHABOU;;MAMOUDZOU;97600;;;45.0;-13.0;0000;0800;0800;0800;0800;0800;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1210;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1330;*1330;*1430;*1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1700;*1700;*1700;*1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;APRES-MIDI UNIQUEMENT SUR RDV;
11315;PROVENCE ALPES CORSE REUNION;000124;CASTELLANE;Multi-MARCHES;4 RUE LOUIS MAUREL;;MARSEILLE;13006;13206;13;847606.0;1814054.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.285681, 5.382748
11315;PROVENCE ALPES CORSE REUNION;000131;CHAVE;Multi-MARCHES;189 BOULEVARD CHAVE;;MARSEILLE;13005;13205;13;848770.0;1815221.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.295757, 5.397496
11315;PROVENCE ALPES CORSE REUNION;000136;ARLES CAMARGUE;Multi-MARCHES;8. RUE DES BOURDIGUES;ZONE AURELIENNE FOURCHON;ARLES;13200;13004;13;785923.0;1854068.0;0000;0900;0900;0900;0900;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1230;1230;1230;1230;1245;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.664444, 4.639024
11315;PROVENCE ALPES CORSE REUNION;000141;MARIGNANE;Multi-MARCHES;3 AVENUE JEAN JAURES;;MARIGNANE;13700;13054;13;833562.0;1828235.0;0000;0845;0845;0845;0845;0845;0000;0000;0000;0000;0000;0000;0000;0000;0000;1215;1215;1215;1215;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1745;1745;1745;1745;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.417971, 5.21714
11315;PROVENCE ALPES CORSE REUNION;000145;DIGNE;Multi-MARCHES;18 BOULEVARD VICTOR HUGO;;DIGNE LES BAINS;04000;04070;04;912415.0;1907041.0;0000;0900;0900;0900;0900;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1230;1230;1230;1230;1245;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;;44.094581, 6.235999
11315;PROVENCE ALPES CORSE REUNION;000150;ISLE SUR LA SORGUE;Multi-MARCHES;1 ESPLANADE ROBERT VASSE;;L ISLE SUR SORGUE;84800;84054;84;818335.0;1883376.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.918346, 5.053096
11315;PROVENCE ALPES CORSE REUNION;000151;SORGUES;Multi-MARCHES;153 CH. DE LA GRANGE DES ROUES;;SORGUES;84700;84129;84;803399.0;1894106.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;44.017218, 4.870413
11315;PROVENCE ALPES CORSE REUNION;000153;CARPENTRAS PORTE DU COMTAT;Multi-MARCHES;1220 AV JOHN FITZGERALD KENNEDY;ZONE COMMERCIALE LES CROISIERES;CARPENTRAS;84200;84031;84;816249.0;1897153.0;0000;0845;0845;0845;0845;0845;0000;0000;0000;0000;0000;0000;0000;0000;0000;1215;1215;1215;1215;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1745;1745;1745;1745;0000;0000;0000;0000;0000;0000;0000;0000;0000;;44.040409, 5.033011
11315;PROVENCE ALPES CORSE REUNION;000159;QUATRE SEPTEMBRE;Multi-MARCHES;11 PLACE DU 4 SEPTEMBRE;;MARSEILLE;13007;13207;13;845638.0;1814294.0;0000;0900;0900;0900;0900;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1230;1230;1230;1230;1245;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.288382, 5.358686
11315;PROVENCE ALPES CORSE REUNION;000171;LA POINTE ROUGE;Multi-MARCHES;41 AVENUE DE MONTREDON;;MARSEILLE;13008;13208;13;846843.0;1809375.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.237095, 5.36344
11315;PROVENCE ALPES CORSE REUNION;000181;ALLAUCH;Multi-MARCHES;4 RUE FREDERIC CHEVILLON;;ALLAUCH;13190;13002;13;855393.0;1820005.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.336453, 5.481323
11315;PROVENCE ALPES CORSE REUNION;000190;L'ESTAQUE;Multi-MARCHES;24 PLACE DE L'ESTAQUE;;MARSEILLE;13016;13216;13;841810.0;1822120.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.359972, 5.315868
11315;PROVENCE ALPES CORSE REUNION;000200;SAINTE MARGUERITE;Multi-MARCHES;RUE AUGUSTIN AUBERT;IMMEUBLE LE MAGRITTE;MARSEILLE;13009;13209;13;849314.0;1812218.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.266383, 5.40313
11315;PROVENCE ALPES CORSE REUNION;000201;NOUVELLE VALENTINE;Multi-MARCHES;12 MONTEE DE LA FORBINE;;MARSEILLE;13011;13211;13;855354.0;1814900.0;0000;0845;0845;0845;0845;0845;0000;0000;0000;0000;0000;0000;0000;0000;0000;1215;1215;1215;1215;1230;0000;0000;0000;0000;0000;0000;0000;0000;0000;1345;1345;1445;1345;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1745;1745;1745;1745;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.2911, 5.478351
11315;PROVENCE ALPES CORSE REUNION;000205;LA MONTAGNE;Multi-MARCHES;LA POTERNE;58 TER. ROUTE DES PALMIERS;SAINT DENIS;97417;;;6169699.0;-2378649.0;0000;0815;0815;0815;0815;0815;0000;0000;0000;0000;0000;0000;0000;0000;0000;1215;1215;1215;1215;1225;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1330;*1330;*1430;*1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1700;*1700;*1700;*1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;APRES-MIDI UNIQUEMENT SUR RDV;-20.88525, 55.429744
11315;PROVENCE ALPES CORSE REUNION;000206;LA SALINE;Multi-MARCHES;189 BIS RUE JEAN ALBANY;;LA SALINE;97422;;;6152497.0;-2400978.0;0815;0815;0815;0815;0815;0000;0000;0000;0000;0000;0000;0000;0000;0000;1215;1215;1215;1215;1215;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;*1330;*1330;*1430;*1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;1615;*1615;*1615;*1630;*1615;0000;0000;0000;0000;0000;0000;0000;0000;0000;APRES-MIDI UNIQUEMENT SUR RDV;-21.076443, 55.269264
11315;PROVENCE ALPES CORSE REUNION;000207;AURIOL;Multi-MARCHES;8 QUAI DE L'HUVEAUNE;;AURIOL;13390;13007;13;867582.0;1824223.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.369748, 5.633571
11315;PROVENCE ALPES CORSE REUNION;000210;LA PENNE SUR HUVEAUNE;Multi-MARCHES;156 BOULEVARD VOLTAIRE BP 7;;LA PENNE / HUVEAUNE;13821;13070;13;858537.0;1813993.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.281302, 5.516923
11315;PROVENCE ALPES CORSE REUNION;000219;FUVEAU EUROPE;Multi-MARCHES;CENTRE COMMERCIAL EUROPE;395 RD96 LE JAS DE BASSAS;FUVEAU;13710;13040;13;861398.0;1833255.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;
11315;PROVENCE ALPES CORSE REUNION;000222;BOUC BEL AIR;Multi-MARCHES;PLACE DE L HOTEL DE VILLE;;BOUC BEL AIR;13320;13015;13;849366.0;1832608.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.451594, 5.413537
11315;PROVENCE ALPES CORSE REUNION;000227;PORT SAINT LOUIS DU RHONE;Multi-MARCHES;13 AVENUE DE LA REPUBLIQUE;;PORT SAINT LOUIS DU RHONE;13230;13078;13;800320.0;1823791.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;,0000;0000;;43.389191, 4.807806
11315;PROVENCE ALPES CORSE REUNION;000234;TARASCON;Multi-MARCHES;15 COURS A BRIAND;;TARASCON;13150;13108;13;786900.0;1869598.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.803126, 4.657455
11315;PROVENCE ALPES CORSE REUNION;000244;DURANCE ALPILLES;Multi-MARCHES;CHEMIN DU CLOS DE VERQUIERES;;SAINT ANDIOL;13670;13116;13;808812.0;1875139.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.838009, 4.938586
11315;PROVENCE ALPES CORSE REUNION;000245;PELISSANNE;Multi-MARCHES;QUAI ROQUASSIER;ROUTE DE PELISSANNE;SALON DE PROVENCE;13300;13069;13;825766.0;1851449.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.623775, 5.091969
11315;PROVENCE ALPES CORSE REUNION;000246;EYGUIERES;Particuliers;10 RUE DU COUVENT;;EYGUIERES;13430;13035;13;817553.0;1858512.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1330;*1330;*1430;*1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1700;*1700;*1700;*1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;APRES-MIDI UNIQUEMENT SUR RDV;43.694899, 5.03233
11315;PROVENCE ALPES CORSE REUNION;000249;MARTIGUES JONQUIERES;Multi-MARCHES;22 COURS DU 4 SEPTEMBRE;;MARTIGUES;13500;13056;13;820532.0;1826089.0;0000;0900;0900;0900;0900;0900;0000;0000;0000;0000;0000;0000;0000;0000;0000;1230;1230;1230;1230;1245;0000;0000;0000;0000;0000;0000;0000;0000;0000;1400;1400;1500;1400;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1800;1800;1800;1800;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.402631, 5.055092
11315;PROVENCE ALPES CORSE REUNION;000250;PORT DE BOUC;Multi-MARCHES;46 PLACE DU DOCTEUR IGONET;;PORT DE BOUC;13110;13077;13;814618.0;1826294.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.405859, 4.984112
11315;PROVENCE ALPES CORSE REUNION;000251;MIRAMAS;Multi-MARCHES;RUE CARNOT BP 20;ANGLE BD REPUBLIQUE;MIRAMAS;13140;13063;13;815618.0;1845917.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.582373, 5.002881
11315;PROVENCE ALPES CORSE REUNION;000256;BERRE L'ETANG;Multi-MARCHES;18 AVENUE LA LIBERATION;BP 5;BERRE L ETANG;13130;13014;13;829399.0;1834728.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.477203, 5.168005
11315;PROVENCE ALPES CORSE REUNION;000257;LA FARE LES OLIVIERS;Multi-MARCHES;31 AVENUE PASTEUR;;LA FARE LES OLIVIERS;13580;13037;13;831336.0;1842931.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.550564, 5.195665
11315;PROVENCE ALPES CORSE REUNION;000260;LES PENNES MIRABEAU;Multi-MARCHES;1331 ROUTE DEPARTEMENTALE 113;;PENNES MIRABEAU;13170;13071;13;841218.0;1827777.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.410867, 5.310285
11315;PROVENCE ALPES CORSE REUNION;000263;COTE BLEUE;Multi-MARCHES;13 AVENUE DRAIO DE LA MAR;;CARRY LE ROUET;13620;13021;13;828209.0;1818113.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.328405, 5.147518
11315;PROVENCE ALPES CORSE REUNION;000264;LES COLLINES DE LA NERTHE;Multi-MARCHES;ESPACE LES VIGNEROLLES;AV FRANCOIS MITTERRAND;GIGNAC LA NERTHE;13180;13043;13;836430.0;1826031.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.397855, 5.250466
11315;PROVENCE ALPES CORSE REUNION;000265;LE CHAUDRON;Multi-MARCHES;AV. JOSEPH BEDIER;IMMEUBLE GALAXIE;SAINTE CLOTILDE;97490;;;55486995.0;-20893033.0;0815;0815;0815;0815;0815;0000;0000;0000;0000;0000;0000;0000;0000;0000;1215;1215;1215;1215;1215;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;1615;1615;1615;1630;1615;0000;0000;0000;0000;0000;0000;0000;0000;0000;;-20.895553, 55.486517
11315;PROVENCE ALPES CORSE REUNION;000277;PORTO VECCHIO;Multi-MARCHES;QUARTIER DES QUATRE CHEMINS;;PORTO VECCHIO;20137;2A247;2A;1179973.0;1646981.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1330;*1330;*1430;*1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1700;*1700;*1700;*1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;APRES-MIDI UNIQUEMENT SUR RDV;41.596913, 9.275517
11315;PROVENCE ALPES CORSE REUNION;000294;CASTELLANE VERDON;Multi-MARCHES;3 PLACE MARCEL SAUVAIRE;;CASTELLANE;04120;04039;04;936052.0;1880586.0;0000;0820;0000;0000;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;0000;0000;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1330;0000;0000;*1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1700;0000;0000;*1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;APRES-MIDI UNIQUEMENT SUR RDV;43.846608, 6.512865
11315;PROVENCE ALPES CORSE REUNION;000301;VALENSOLE;Multi-MARCHES;LE PRE DE FOIRE;;VALENSOLE;04210;04230;04;893918.0;1877578.0;0000;*0820;0000;*0820;0000;*0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1200;0000;*1200;0000;*1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.838703, 5.988426
11315;PROVENCE ALPES CORSE REUNION;000303;GREOUX LES BAINS;Multi-MARCHES;AVENUE DES THERMES;RESIDENCE LES CEDRES;GREOUX LES BAINS;04800;04094;04;886304.0;1868268.0;0000;0000;*0820;0000;*0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1200;0000;*1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1330;0000;*1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1700;0000;*1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;43.757935, 5.892445
11315;PROVENCE ALPES CORSE REUNION;000304;GAP DURANCE;Multi-MARCHES;72 AVENUE JEAN JAURES;;GAP;05000;05061;05;896480.0;1956760.0;0000;0820;0820;0820;0820;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;1200;1200;1200;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;1330;1330;1430;1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1700;1700;1700;1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;;44.548375, 6.06644
11315;PROVENCE ALPES CORSE REUNION;000326;CHORGES;Multi-MARCHES;35 GRANDE RUE;;CHORGES;05230;05040;05;913154.0;1957263.0;0000;0820;0000;0000;0820;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;1200;0000;0000;1200;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1330;0000;*1430;*1330;0000;0000;0000;0000;0000;0000;0000;0000;0000;0000;*1700;0000;*1700;*1700;0000;0000;0000;0000;0000;0000;0000;0000;0000;APRES-MIDI UNIQUEMENT SUR RDV;44.545637, 6.276151
